CONTENT_TITLE	RATING	CONTENT_TYPE	RELEASE_YEAR	CID	PARENT_CID	STUDIO_NAME	POSTER_URL	SYNOPSIS
A Horse Of Another Color		EPISODE		urn:dece:cid:eidr-s:E5AC-3751-A2A4-6862-FAD0-E	urn:dece:cid:eidr-s:EA44-02B4-C993-F6AF-2EAF-J	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/06A7C910179451F5E05314345A0AAFD8	"The Penguin steals a priceless folio of famous parasols from the Gotham City Library. He plans to wager the $10,000 earned from its ransom on a rigged horse race."
A Hostile Witness	NR	EPISODE	2015	urn:dece:cid:eidr-s:C957-3DF6-81D8-86AD-CDDE-R	urn:dece:cid:eidr-s:18D5-5E2D-6537-0F73-5851-U	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/30EEE7763C0D5AAEE05315345A0A9996	"On the day of an important trial, things go awry, causing the FBI to split up to hunt down a missing person. With his team breaking apart, Ryan enlists the help of a former enemy to defeat a greater one in the second part of a special two-hour episode."
"A Hot Piece of ""A"""	NR	EPISODE	2012	urn:dece:cid:org:WB:2055533x6000075316	urn:dece:cid:org:WB:2055533x6000070879	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FE6BF9E53173C1D1E0405B0A16345068	"The girls, realizing that ?A? is not acting alone and his/her ?helper? may be closer than they think, decide to enlist Caleb?s (TYLER BLACKBURN) hacking skills."
A House Divided	NR	EPISODE	2014	urn:dece:cid:eidr-s:CC5F-843A-E69F-32DF-C5F5-2	urn:dece:cid:eidr-s:9C5F-4F18-DB1B-ACE9-EB8B-4	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/012C9281BD40236FE0505A0A1434327A	"When an unknown entity prevents The Machine from seeing the full picture of an impending catastrophic event, it needs the team's help to prevent it."
"A Jailbird, Invalid, Martyr, Cutter, Retard, and Parasitic"	NR	EPISODE	2014	urn:dece:cid:eidr-s:F1EF-0C14-3DCD-97ED-44E2-D	urn:dece:cid:eidr-s:4E23-BB29-8136-6AA3-4BEA-J	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/07D7A53A2B929BE5E05315345B0AD032	"With Fiona under court order to remain inside the house and Frank's illness keeping him out of commission, the weight of guardianship falls squarely upon Lip's shoulders."
A Kiss Before Lying	NR	EPISODE	2012	urn:dece:cid:org:WB:2055533x6000075493	urn:dece:cid:org:WB:2055533x6000070879	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FE6BF3A031A1CE01E0405B0A15346B25	"After speaking to her friends about Caleb (TYLER BLACKBURN), Hanna feels they are giving her the cold shoulder. Emily hopes to re-introduce Maya (BIANCA LAWSON) to her mother."
A Legion of Horribles	NR	EPISODE	2016	urn:dece:cid:eidr-s:AA4B-8524-69D0-D5F4-022B-1	urn:dece:cid:eidr-s:AD3D-78FC-15FA-5FA6-01B3-7	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/32C1B28ED8552E54E05316345B0AC530	"Hugo Strange welcomes back a familiar face to Gotham, after he resurrects Fish Mooney (former series star JADA PINKETT SMITH) at Indian Hill. Bruce discovers a friend is in danger and teams up with Gordon, Alfred and Lucius, while uncovering more of Strange’s experiments."
A LiArs Guide To Rosewood	NR	EPISODE	2013	urn:dece:cid:eidr-s:B0FD-FC9F-1578-1BF3-A070-D	urn:dece:cid:eidr-s:EC5C-EF41-0C43-430D-E478-P	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FF6C5EBB665B9B03E0405B0A153431DD	"Featuring the voice from the all-seeing Mona, this special will go over the Liars history with ""A"" from the very first text message, to the most recent spotting of Red Coat."
A Little Slice of Kevin	NR	EPISODE	2012	urn:dece:cid:org:WB:2059699x6000080633	urn:dece:cid:org:WB:2059699x6000078648	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FEFA3825C739D4CEE0405B0A14340F81	Castiel appears back on Earth with no memory of how he escaped from Purgatory. Mrs. Tran gets Kevin into trouble with Crowley when she trusts a witch (CYRINA FIALLO).
A Long Way From Home	NR	EPISODE	2013	urn:dece:cid:eidr-s:A004-12AC-9A7C-115E-50B3-2	urn:dece:cid:eidr-s:D320-522C-C14D-298C-C104-L	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FF70F9F874D5B35DE0405B0A14345320	"Frank and Fiona go to extreme lengths in court to claim sole custody of the kids. While Hymie's family arrives to take their son from Sheila and Jody, Karen returns home."
A Menace in Venice	NR	EPISODE	1978	urn:dece:cid:org:WB:2044719x6000073067	urn:dece:cid:org:WB:2044719x6000073061	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/CAE4BB899F09336CE0405B0A05342964	
A Menace in Venice	NR	EPISODE	1978	urn:dece:cid:org:WB:2015770x6000048447	urn:dece:cid:org:WB:2015770x6000009005	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/16232C2B898C6EC8E05314345A0AF803	
A More Perfect Union	NR	EPISODE	2016	urn:dece:cid:eidr-s:CA7B-ACF0-0E67-2270-345A-E	urn:dece:cid:eidr-s:2A89-0730-483A-5DDA-2AE4-X	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/334D6ABE6C62191DE05314345B0A0D23	"The Machine sends Reese and Finch to a wedding to protect a pair of POIs before their nuptials. Also, Fusco becomes angry at being kept in the dark by the team and take it upon himself to investigate string of missing person reports."
A More Perfect Union	NA	EPISODE	2015	urn:dece:cid:eidr-s:9AF9-6594-32E0-D272-3F79-Z	urn:dece:cid:eidr-s:A59D-0479-8D70-E896-EB31-S	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/25E045FB231E3869E05315345A0ADB1A	"In the season finale, the Nathan James puts out a call to civilians to receive the cure at ports across the country, but small Immune factions continue to fight the cure."
A More Perfect Union	NR	EPISODE	2012	urn:dece:cid:org:WB:2062342x6000078895	urn:dece:cid:org:WB:2062342x6000078163	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/1672B0788A314DD5E05314345B0A4EB3	
A Night At The Roxbury	PG-13	FEATURE	1998	urn:dece:cid:eidr-s:17D1-B963-5F9D-0D6B-6C67-7		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/0941a0739e7da7d7e05316345b0a0974	"Will Ferrell and Chris Kattan bring their head-bobbing, club-hopping Butabi brothers to the big screen in this fall-down-funny comedy. It seems like Steve (Ferrell) and Doug Butabi (Kattan) will never be cool enough to make the Roxbury club's guest list. That is, until they have a fender bender with their role model, club regular Richard Grieco (21 Jump Street). Eager to avoid litigation, Grieco befriends the starstruck pair and escorts them into a glittery world they once only dreamed about. Score! No longer will the hapless Butabis be A-club people leading B-club lives...maybe. Featuring Loni Anderson, Dan Hedaya, Molly Shannon and dance-'til-you-drop soundtrack, A Night At The Roxbury is infectiously funny entertainment."
A Night of Fright Is No Delight	NR	EPISODE		urn:dece:cid:org:WB:2044719x6000005750	urn:dece:cid:org:WB:2044719x6000005734	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/CBD062F99D36D505E0405A0A053477BD	
"A Night to Remem-Wait, What?"	NR	EPISODE	2015	urn:dece:cid:eidr-s:21AC-430B-9816-99E6-1A07-D	urn:dece:cid:eidr-s:C101-C50F-9E8D-C532-798E-M	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/270DC50DF030BE92E05316345B0A6EDF	"When Frank tries to pick up his insurance settlement check, he's shocked to learn that he's already collected it. Meanwhile, Lip visits Amanda and her family in Florida."
A Party for Tarzan	TV-14	EPISODE	2014	urn:dece:cid:eidr-s:C689-8024-FCD9-6D59-D44B-E	urn:dece:cid:eidr-s:4606-0909-72D2-8025-05A1-S	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/3D82E364C0728D9DE05316345A0A448F	"In a case of mistaken identity, the Guild targets Dr. Venture for assassination, pooping his party for a fancy new friend."
A Pest in the House	NR	EPISODE	1947	urn:dece:cid:org:WB:2044719x6000074312	urn:dece:cid:org:WB:2044719x6000074302	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/15F99A8F5E0FB738E05315345A0A3F54	
A Piece Of The Action		EPISODE		urn:dece:cid:eidr-s:B251-65C0-75D7-E494-8114-E	urn:dece:cid:eidr-s:FA69-C5E9-AA3E-9DB3-25AB-N	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0699F122AC257608E05316345A0AD88D	The Green Hornet and Kato are in Gotham City to bust a counterfeiting stamp ring.
A Rickle in Time	TV-MA	EPISODE	2015	urn:dece:cid:eidr-s:F6FA-88D8-ECD3-B822-46CE-6	urn:dece:cid:eidr-s:69F2-92AF-9C55-308A-6B65-X	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/34B5488D5F94B4B3E05314345B0A90CB	"Having restarted time, Rick, Morty and Summer are in a quantum-uncertain state of existence. An argument leads to the creation of two alternate timelines, which need to be stitched back together fast if they are to escape quantum collapse."
A Riddle A Day Keeps The Riddler Away		EPISODE		urn:dece:cid:eidr-s:6B27-A888-2CEA-3CD8-F7C3-T	urn:dece:cid:eidr-s:ECB8-5A15-61A2-E543-1523-W	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/05698234DB3016A7E05315345A0A85AD	"King Boris, who hails from a European country, comes to Gotham City for a visit. Upon his arrival, there is a disturbance, which includes a clue from the Riddler."
A Riddling Controversy		EPISODE		urn:dece:cid:eidr-s:BCAD-8660-9A08-FB9B-7807-A	urn:dece:cid:eidr-s:FA69-C5E9-AA3E-9DB3-25AB-N	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0699F535D8064DF1E05315345A0A549B	"After two more robberies, the Riddler has enough money to purchase Professor Charm's Demolecularizer."
A Rush of Blood to the Head	TV-14	EPISODE	2012	urn:dece:cid:org:WB:2055528x6000076110	urn:dece:cid:org:WB:2055528x6000072885	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/12AE798E752DC209E05316345A0A2FA4	Dan's search for Nathan leads him back to his dark past. Clay has a breakthrough in his treatment. Former series stars BARBARA ALYN WOODS and ANTWON TANNER guest star.
A Scary Night With a Snow Beast Fright	NR	EPISODE	1978	urn:dece:cid:org:WB:2015770x6000048451	urn:dece:cid:org:WB:2015770x6000009005	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/16233B5AE5799D16E05314345A0AABDB	
A Scooby-Doo Christmas	TV-Y	EPISODE		urn:dece:cid:org:WB:2044719x6000069354	urn:dece:cid:org:WB:2044719x6000069352	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/E4DEDD72A8E6A99FE0405A0A09345D25	
A Short Story About Love	NR	EPISODE	2012	urn:dece:cid:org:WB:2055532x6000076625	f940b350-2410-4a21-a466-7056cb245793	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FDF531D1BBEE31FFE0405B0A1434442F	"Following the recent shocking revelations and emotional events, Peter weighs his options as the Fringe team investigates a killer targeting love."
A Simple Trade	NR	EPISODE	2015	urn:dece:cid:eidr-s:4D59-39DC-E514-EF6E-0F21-G	urn:dece:cid:eidr-s:18D5-5E2D-6537-0F73-5851-U	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/30EF45E773900D82E05314345A0A7D64	"A deadly deal is made, but things don’t go as planned. And Ryan makes a decision for his future."
A Stray Howl		EPISODE	2015	urn:dece:cid:eidr-s:7547-ECA4-34D2-B77B-10FC-K	urn:dece:cid:eidr-s:7E22-BA19-3D39-5BEB-A349-V	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/20FB54EC3B5FCB5EE05316345B0A5A17	"The team unlocks a cryptic tattoo that points to Major Arthur Gibson (guest star ROBERT ELI), an Air Force pilot with a painful past and a lethal agenda. Jane continues to search for clues to her identity and is haunted when flashes of a disturbing memory force her to question her past. Meanwhile, Weller thinks he might know Jane’s true identity."
A Streetcar Named Desire	PG	FEATURE	1951	urn:dece:cid:org:WB:2002379x6000062860		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/f6b20ab46aca8758e0405a0a14347331	"A neurotic belle Blanche du Bois struggles to hold on to her fading Southern gentility against the brutish badgering of her brother-in-law, Stanley Kowalski."
A Tale of Two Kitties	NR	EPISODE	1942	urn:dece:cid:org:WB:2044719x6000074321	urn:dece:cid:org:WB:2044719x6000074302	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/15F983C839749B74E05314345A0A6898	
A Thing with Feathers	TV-14	EPISODE	2014	urn:dece:cid:eidr-s:2DA5-D090-3AEF-79DC-EBCA-H	urn:dece:cid:eidr-s:544C-895D-0233-E1B3-89AB-V	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/173E56EF59B888BCE05314345B0AD7B3	"A devastating alien attack leaves Maggie fighting for her life…and Hal fighting for Maggie. Meanwhile, Tom and Dingaan Botha (TREVA ETIENNE) are cut off from the rest of the group"
A Tiki Scare Is No Fair	NR	EPISODE	1970	urn:dece:cid:org:WB:2044719x6000005761	urn:dece:cid:org:WB:2044719x6000005755	Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/f6cfd1cfdda9459caacdcfa2d93af788	
A Very Harold & Kumar Christmas		FEATURE	2011	urn:dece:cid:org:WB:2052188x6000068263		Warner Bros. Entertainment	http://resizing.flixster.com/aaLJDUijlMm9tU2SlnC8ff-oozw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/36/11163672_ori.jpg	"Following years of growing apart, Harold Lee (Cho) and Kumar Patel (Penn) have replaced each other with new friends and are preparing for their respective Yuletide celebrations. But when a mysterious package mistakenly arrives at Kumar&#039;s door on Christmas Eve, his attempt to redirect it to Harold&#039;s house ends with the &#034;high grade&#034; contents-and Harold&#039;s father-in-law&#039;s prize Christmas tree-going up in smoke. With his in-laws out of the house for the day, Harold decides to cover his tracks, rather than come clean. Reluctantly embarking on another ill-advised journey with Kumar through New York City, their search for the perfect replacement tree takes them through party heaven-and almost blows Christmas Eve sky high. -- (C) Warner Bros"
A Very Venture Halloween	TV-14	EPISODE		urn:dece:cid:eidr-s:DD39-D819-1404-D0F7-9B2B-D	urn:dece:cid:eidr-s:4582-DD1F-F7B5-B425-D238-Z	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/F3BD2F212D9A2609E0405A0A14345A49	
A View to a Kill	NR	EPISODE	2012	urn:dece:cid:org:WB:2059700x6000081818	urn:dece:cid:org:WB:2059700x6000078604	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FF0D91FC0135B83CE0405B0A14341B8A	"When the 1980s Decade Dance at the high school is cancelled by Mayor Hopkins (RICK WORTHY), Stefan finds a charming way to make it up to a disappointed Rebekah (CLAIRE HOLT)."
A Witch's Tangled Hare	NR	EPISODE	1959	urn:dece:cid:org:WB:2044719x6000074346	urn:dece:cid:org:WB:2044719x6000074302	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/15F9B3AFB4A81244E05314345A0A798A	
A Yurt of One's Own	NR	EPISODE	2016	urn:dece:cid:eidr-s:101D-9FB4-43DC-29E9-7FE5-V	urn:dece:cid:eidr-s:25C2-4556-E304-39EA-2014-H	Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/3a21521ff7315e89e05315345a0a15f8	"Fiona tries to make amends with Sean, who isn't giving her the time of day. Meanwhile, Debbie and Queenie travel to Queenie's rural commune along with Frank who is trying to escape G-Dogg (guest star NA'IM LYNN) who's after him for stealing his drugs."
A is For Answers	NR	EPISODE	2014	urn:dece:cid:eidr-s:E022-3091-9F5A-56F5-0265-C	urn:dece:cid:eidr-s:EC5C-EF41-0C43-430D-E478-P	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FF6C590E7E336B40E0405B0A15343329	"Aria, Emily, Hanna and Spencer finally get answers about the night Ali disappeared. With their newfound knowledge of Ali's long-held secrets, can they figure out who ""A"" is?"
A is for A-l-i-v-e	NR	EPISODE	2013	urn:dece:cid:eidr-s:51B9-6293-F68E-78E0-B864-O	urn:dece:cid:eidr-s:EC5C-EF41-0C43-430D-E478-P	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FF6C5BC6BEF180E1E0405B0A153433D7	"In the season four premiere, the girls turn to Mona for answers, now that she is also being targeted by ""A."" Plus, the contents of the trunk are revealed."
A-Haunting We Will Go	NR	EPISODE		urn:dece:cid:org:WB:2044719x6000074347	urn:dece:cid:org:WB:2044719x6000074302	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/CAE4BB89A4C8336CE0405B0A05342964	
A.W.O.L.	NR	EPISODE	2016	urn:dece:cid:eidr-s:6396-42BB-632C-A100-5A0F-D	urn:dece:cid:eidr-s:7CB4-A9D1-B99C-E5AD-067E-4	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/2A2EFB332A8FF2E2E05316345B0AEDE2	"Diggle must learn to trust his brother Andy (guest star EUGENE BYRD) when an enemy of their wartime past, an agent of the criminal organization Shadowspire, pays a visit to Star City. However, Diggle learns more than he bargained for about their shared time at war. Meanwhile, Oliver has to learn a whole new way of life."
ATL	PG-13	FEATURE	2006	urn:dece:cid:org:WB:2037016x6000008005		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/ECD3CD01F37FC7FAE0405A0A15343412	
